+3.3706999 -1.7968115 -0.8126951 +1.6322665 +0.1669498 -0.3064643 +1.0496620 -0.7296046 -22.1694258 -7.2922227
+7.4336093 -2.3057302 -1.1737088 +2.5423583 -0.0839590 -0.2814712 +3.7784525 -0.3081039 +0.2581510 -0.0289135
+6.3140259 +0.9733994 -0.3820975 +2.3424808 -0.2957664 -0.5747251 +5.8736627 -0.5497706 -3.6954940 +1.1175071
+1.8591481 -13.4894661 -1.1693629 -0.5331980 -0.7048667 -0.3360301 +4.8376447 -0.5549790 -0.7540495 +0.1572112
+0.9859799 -15.4655417 -1.3356344 +0.4036100 -0.9330841 -0.2743718 +3.9399742 -0.4874321 -2.8221290 -3.2360522
+2.3519309 -12.1744884 -0.2111394 +0.1608573 -0.4989801 -0.3099178 +0.4655091 -0.8315810 -7.3586504 +1.8609303
+1.7309234 -14.0177365 -1.6147901 +0.2714329 -0.7597946 -0.4300958 +1.2003488 -0.9751382 +5.6934767 +1.2332439
+2.2609157 -4.0668093 -5.7967564 +1.4671887 -0.1415395 -0.1529120 +8.5855251 +1.3251419 +0.8820918 -3.2298214
+1.6016342 -0.2186535 -0.8468040 +0.9381517 +0.8474260 -0.1087113 +8.5260432 +0.3490582 -22.4853797 -6.4232876
+1.8278260 -2.3997976 -0.8109175 +2.0062654 +0.5046972 -0.2299675 +8.6073013 +0.1825187 -20.6259055 -4.3521538
+1.2119634 -5.2454751 -0.8258905 +3.0229177 +0.1009143 -0.0336637 +6.9386901 -0.8512773 -18.3238849 -7.7379170
+0.9107791 -2.3367952 +0.1547531 +3.3353279 +0.3766359 -0.3567715 +18.9769833 -1.1872583 -1.8332878 +3.4323435
+2.1698226 -1.6733669 -5.1506745 +2.1369215 +0.8144659 +0.0294124 +11.3621434 +1.7905267 +5.6221838 -6.2965219
+1.8634356 +0.5602601 -0.0551235 +2.3611641 +0.1486348 -0.3850306 +24.0444128 -1.6541541 +1.5448127 +2.1140513
+2.1400073 -15.4493196 -0.8106556 +1.6189118 -1.5170950 -0.2104731 +3.4265469 -1.0237105 -2.6353586 -1.1449049
+1.8902249 -13.7802598 -1.1304384 -0.1531308 -1.6334113 -0.3959165 +1.0189219 -0.7806953 +0.1379369 -1.5912529
+0.0894377 -16.8772308 -1.5126738 -1.8540566 -1.4686954 -0.2599563 +1.9907076 -0.6752341 -1.6087317 +1.4590755
+1.8383811 -13.7748598 -0.9391406 -1.0595905 -0.7162132 -0.4626611 +4.2937722 -0.9665155 +0.2947574 -2.2798861
+0.5831254 -2.6592433 -5.3979605 +0.5989732 +0.2576863 -0.1290238 +8.3005039 +1.2266115 +0.6559242 -6.2149738
+2.1088089 -13.2315656 -2.1691433 -1.4573125 -1.0416977 -0.3268854 +1.7307451 -1.4078173 -1.4361262 -2.0785708
+0.5228300 -0.4480480 -1.1635927 +1.0829762 +0.3358946 -0.1692794 -0.0319136 -0.6910556 -22.0050988 -5.3907797
+1.0921412 -6.7639616 -6.0438487 +0.9967499 +0.7979512 -0.0644338 +9.2958530 +1.8793663 +5.0948078 -6.1570141
+1.3797247 +0.0782362 +0.2779097 +1.6173242 +0.1010104 -0.1993193 +1.7627305 -0.4959197 -22.1053835 -4.7193075
+1.7113106 -1.1145627 -0.9723762 +0.5946454 +0.2637881 -0.0290806 +3.5270372 -1.2777701 -21.9382599 -7.4708427
+0.8095151 -4.6406506 -1.4565316 -1.1784925 -0.1376927 -0.2981244 +26.8740168 -1.4088598 -4.3858247 +2.4549278
+1.4221369 -6.2743009 +0.7232614 +1.3531694 +0.3810819 -0.0251101 +0.9698761 -0.2498966 -25.0937203 -7.7193022
+1.3510193 -1.3370092 +0.1818747 +0.5475521 -0.6577819 -0.1730173 +21.1116116 -2.0570950 -8.3099978 +3.0169284
+7.2662442 +0.4077757 -0.5364179 +2.2539933 +0.4249951 -0.3313692 +1.6067739 +0.0326701 -4.4872828 +1.4325708
+1.6868618 +0.0385574 +0.3528777 +0.7086356 +0.5685003 -0.3693198 +24.0377425 -2.6057239 -0.4980199 +1.7579767
+1.1724812 -1.4159998 -0.3507751 +2.6481351 -0.3075865 -0.3177200 +20.0745970 -2.0809010 +0.5206398 +0.8688882
+1.2541219 -0.5033988 -5.4097816 +1.0022772 +1.0418564 -0.0807405 +13.2961710 +1.4462375 +1.4840000 -10.1044209
+1.8273239 -1.6055137 +1.7277996 +1.4365198 +0.6586359 -0.2013955 +4.6689203 -0.2239508 -25.9284503 -2.6076342
+2.0368394 -2.4551760 -5.3605502 +0.9333131 +0.2877984 +0.0349253 +11.2144573 +1.4421371 +1.3922890 -6.3649160
+8.2610670 +4.0675062 -0.1599476 +1.4093951 -0.5060248 -0.2244704 +6.1466827 -0.1014240 -7.2579554 -0.3527922
+0.9492908 -3.7028207 -0.4650632 +2.1445768 +0.1855788 -0.4322542 +19.1211309 -2.7733767 -0.6304124 +0.2941480
+1.5387704 -2.0979907 -0.2567134 +1.9028140 +0.2323175 -0.2785603 +20.4410532 -1.8205769 -6.0565233 +4.3354272
+2.2442039 -2.8976605 -4.5480923 +1.3664318 +1.1873940 +0.1130112 +11.9048293 +1.1479862 +0.8505743 -7.1602506
+1.0857013 +2.9188583 -0.4830921 +2.6029133 -0.5719499 -0.1779457 +24.1314550 -2.4415157 +0.2396604 -1.5069277
