0.1908733 1.2414228 -7.745488800000001 0.6427439 +0.2613667 -15.0351175 
-0.0100956 0.8292945 -4.6949381 8.3031778 +0.5325484 -3.4445640 
0.9138618000000001 0.4405975 -6.1995572 0.3511689 -0.9524874 -7.4080584 
-0.3788381 1.0578758 -4.8437257 4.8522197 +0.6034489 -11.4175651 
1.0377541 0.015608999999999998 -6.0024025 -6.992853900000001 -0.6931664 -4.4521052 
-0.3796593 1.0259768 -4.1207539 -1.2186494 +1.0140445 -8.6633738 
0.22863280000000002 0.9942864 -8.1891573 0.4512444 +0.1826887 -13.0540043 
0.8189764 0.2598046 -5.2615815 -13.5597684 +0.0020389 -7.8840701 
0.8147206 0.4805677 -3.7347547 -3.8677455 -0.5369667 -6.2181837 
0.3209307 1.2620483 -6.8406995 -1.1300521 +0.5779721 -14.1245490 
0.1740164 0.9551711 -7.5632163 4.8803983 +0.1010612 -14.8364200 
0.06094940000000001 -0.1833141 -0.5229663 -1.6952004 -0.3940142 -2.5567281 
-0.0796189 0.9958499 -5.2665788 0.9804687 +0.5909567 -2.5837000 
-0.4082456 1.196202 -6.2738891 8.6630699 +1.0707932 -10.3469321 
0.1261754 0.2177015 -3.0535982 -1.7456308 +0.0405025 -1.9478248 
0.7524495 0.2645727 -5.577195 -6.0209442 -0.9828023 -6.6650197 
0.2669184 0.9623565 -6.5374188 2.6436396 +0.0173629 -13.7471031 
-0.5577519 0.9230676 -4.1440811 -4.2342819 +0.2666216 -12.0087224 
0.5778044 -0.1652559 -3.5402763 -11.8206118 -0.9136673 -13.8514403 
0.6747777 0.0057032 -5.3856034 -4.4467466 -0.2839202 -13.6745583 
1.1161644 -0.1176747 -6.4804741 -5.1004549 -0.4573867 -5.8073664 
0.5000359 -0.0921312 -3.9119088 -3.9482741 -0.0208704 -11.8500102 
0.5364058 0.0852842 -2.9594593 -7.2125202999999996 -1.0097971 -13.3039850 
0.2858383 0.2620872 -3.0241289 3.5442104999999997 -0.2156601 -4.5752703 
0.43468469999999987 -0.1580023 -5.2020341 -5.1719118 -0.3575838 -12.7218508 
0.3102106 0.1523617 -2.0543165 -2.6824277 +0.9612304 -2.5309269 
0.0674991 1.0449921 -3.634418 10.1644506 +0.7412519 -1.8490493 
-0.3757736 1.0807682 -4.3882278 7.2185607 +0.9032934 -10.5141389 
0.3081289 0.0152138 -1.9593364 4.9110107 -0.0937669 -3.8263958 
0.3673569 0.0900413 -1.8784399 1.7442261 -0.1019613 -1.0097246 
0.6669903 -0.045103 -5.088745 -7.194635999999999 -0.0531775 -5.3759016 
0.1793023 -0.1582296 -2.153561 1.8132650999999997 +0.2847229 -2.1230912 
0.0976059 0.0285411 -1.1517693 0.4529765 -0.3607029 -3.9314732 
0.2823828 1.0858503 -9.0886726 3.9762721000000005 -0.3045490 -11.5214117 
0.070047 1.1079174 -3.8181912 3.5256512000000004 +1.0163481 -2.4849775 
-0.214639 0.6963402 -4.0878991 5.3269916 +1.1947797 -10.4751402 
-0.505134 0.9269569 -4.0066688 6.173933000000001 +0.4681885 -10.6766149 
0.4376962999999999 0.9285264 -7.2706678 2.7680362 +0.4748657 -13.7037894 
-0.1347677 1.2535823 -5.038253 7.5226725 +1.1771065 -2.5251504 
-0.3172321 0.9816758999999999 -5.9939566 6.0397635 +0.7245875 -10.0967755 
0.2559375 0.142506 -0.6187869 4.1091916 -0.1674692 -2.5864995 
0.9804142999999998 0.0358541 -5.5855135 -8.7477091 -0.0253616 -4.1777154 
0.2887852 0.1376319 -1.881016 -0.2356203 +0.2226729 -1.8476761 
0.0014962 1.340991 -6.1026732 -2.4509282 +0.6516719 -4.7672683 
